DataUploaded,ProcessedBy,DatePlanted,"PlanterType
",CollectionSite,CollectionDate,Species,TagID,Condition ,Mass(g),Width(cm),Propagule Length(cm),RadicleLength(cm),PropaguleColor,RadicleColor,Float(Y/N),PartofSomething,notes,,RetiredVariables,Damage?(Y/N),DateGerminated,total length(cm)
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,858,H,2.16,1.8,2.4,2,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,859,H,0.97,1.3,2,1.5,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,860,H,1.04,1.5,1.9,1.8,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,861,H,2.33,1.8,2.7,1.8,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,862,H,1.63,1.5,2.3,1.5,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,863,H,1.22,1.4,2.3,1.6,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,864,H,0.93,1.2,1.8,1.4,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,865,H,1.74,1.6,2.2,1.6,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,866,H,1.44,1.5,2.4,1.7,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,867,H,1.33,1.5,2,1.2,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,868,H,1.69,1.6,2.2,1.2,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,869,H,1.26,1.3,2,1.3,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,870,H,1.97,1.8,2.4,1.7,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,871,H,1.68,1.5,2.3,1.4,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,872,H,1.89,1.5,2.5,1.6,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,873,H,1.44,1.3,2,1.6,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,874,H,2.04,1.6,2.5,1.8,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,875,H,2.04,1.6,2.6,1.6,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,876,H,1.96,1.6,2.3,1.8,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,877,H,1.04,1.2,1.7,1.3,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,878,H,0.72,1.1,1.8,0.9,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,879,H,1.94,1.5,2.4,1.6,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,880,H,2.24,1.8,2.6,1.7,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,881,H,1.75,1.5,2.3,1.3,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,882,H,2.66,1.8,2.5,1.5,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,883,H,1.12,1.3,2,1.6,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,884,H,1.51,1.5,2.1,1,G,G,Y,N,,,,,,
,,,,,,,885 IS ABOVE WITH LAURA'S STUFF,,,,,,,,,,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,886,H,1.65,1.7,2.2,1.5,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,887,H,1.77,1.6,2.3,1.4,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,888,H,1.84,1.5,2.3,1.4,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,889,H,1.39,1.5,2,1.2,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,890,H,1.27,1.5,2,1.6,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,891,H,1.54,1.7,2,1.2,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,892,H,0.94,1.2,2,1.4,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,893,H,1.55,1.8,2.3,1.6,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,894,H,1.32,1.4,2.1,1.5,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,895,H,1.57,1.5,2.3,2.3,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,896,H,1.37,1.5,2.3,1.4,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,897,H,0.96,1.5,1.9,1.2,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,898,H,1.16,1.3,2,1,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,899,H,1,1.4,1.9,1,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,900,H,2.25,1.7,2.5,1.5,G,G,N,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,901,H,2.39,1.8,2.5,1.5,G,G,N,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,902,H,1.94,1.8,2.4,1.4,G,G,N,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,903,H,1.47,1.5,2.2,1.5,G,G,N,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,904,H,1.95,1.8,2.5,1.6,G,G,N,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,905,H,2.27,1.8,2.5,1.4,G,G,N,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,906,H,2.17,1.9,2.2,2,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,907,H,2.14,1.7,2.5,1.4,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,908,H,1.56,1.8,2,1.4,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,909,H,1,1.4,1.9,1.1,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,910,H,2.23,1.8,1.3,1.7,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,911,H,2.43,1.9,2.7,1.9,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,912,H,1.75,1.7,2.2,1.1,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,913,H,1.68,1.5,2,1,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,914,H,1.92,1.5,2.4,1.7,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,915,H,1.41,1.5,2,1.5,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,916,H,1.91,1.6,2,1.6,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,917,H,1.51,1.5,2.1,1.4,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,918,H,1.68,1.6,2.2,1.3,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,919,H,2.08,1.8,2,1.3,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,920,H,1.96,1.6,2,1.5,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,921,H,2.56,2,2.4,1.4,G,B,Y,N,,,,,,
DIRECT,JLS,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,922,H,1.28,1.5,2,1.4,G,B,Y,N,,,,,,
DIRECT,AND,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,923,H,2.07,1.9,2.5,1.6,G,B,N,N,,,,,,
DIRECT,AND,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,924,H,1.51,1.7,2.3,2.2,G,B,N,N,,,,,,
DIRECT,AND,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,925,H,1.74,1.8,2.3,2.4,G,B,Y,N,,,,,,
DIRECT,AND,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,926,H,0.98,1.5,2.1,1.7,G,B,Y,N,,,,,,
DIRECT,AND,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,927,H,1.16,1.6,2.2,0.9,G,B,Y,N,,,,,,
DIRECT,AND,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,928,H,1.74,1.8,2.5,2.1,G,B,Y,N,,,,,,
DIRECT,AND,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,929,H,1.83,1.9,2.7,2.4,G,B,Y,N,,,,,,
DIRECT,AND,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,930,H,1.44,1.6,2.1,1.7,G,B,Y,N,,,,,,
DIRECT,AND,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,931,H,1.27,1.4,2.4,1.6,G,B,Y,N,,,,,,
DIRECT,AND,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,932,H,1.4,1.5,2.4,1.9,G,B,Y,N,,,,,,
DIRECT,AND,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,933,H,1.19,1.5,2.3,1.9,G,B,Y,N,,,,,,
DIRECT,AND,8/21/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,934,H,0.88,1.3,1.8,1.7,G,B,Y,N,,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,935,H,2.47,2,2.4,1.9,G,B,N,N,RADICLE LENGTHS WERE MEASURE ALL THE WAY INTO PROP,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,936,H,2,1.9,2.4,2,G,B,Y,N,RADICLE LENGTHS WERE MEASURE ALL THE WAY INTO PROP,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,937,H,1.94,1.8,2.5,1.6,G,B,Y,N,RADICLE LENGTHS WERE MEASURE ALL THE WAY INTO PROP,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,938,H,1.65,1.8,2.5,1.6,G,B,Y,N,RADICLE LENGTHS WERE MEASURE ALL THE WAY INTO PROP,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,939,H,2.16,2,2.4,1.5,G,B,N,N,RADICLE LENGTHS WERE MEASURE ALL THE WAY INTO PROP,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,940,H,2.16,2,2.5,1.7,G,B,Y,N,RADICLE LENGTHS WERE MEASURE ALL THE WAY INTO PROP,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,941,H,2.6,2.3,2.6,1.5,G,B,Y,N,RADICLE LENGTHS WERE MEASURE ALL THE WAY INTO PROP,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,942,H,1.86,2,2.2,1.6,G,B,Y,N,RADICLE LENGTHS WERE MEASURE ALL THE WAY INTO PROP,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,943,H,1.94,2,2.4,1.5,G,B,N,N,RADICLE LENGTHS WERE MEASURE ALL THE WAY INTO PROP,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,944,H,2.17,2.1,2.6,1.4,G,B,Y,N,RADICLE LENGTHS WERE MEASURE ALL THE WAY INTO PROP,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,945,H,2.06,2,2.4,1.5,G,B,Y,N,RADICLE LENGTHS WERE MEASURE ALL THE WAY INTO PROP,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,946,H,1.95,2,2.4,1.3,G,B,Y,N,RADICLE LENGTHS WERE MEASURE ALL THE WAY INTO PROP,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,947,H,1.34,1.8,2.3,1.5,G,B,Y,N,RADICLE LENGTHS WERE MEASURE ALL THE WAY INTO PROP,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,948,H,1.38,1.6,2.1,0.1,G,B,Y,N,,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,949,H,1.73,1.9,2.1,0.1,G,B,Y,N,,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,950,H,1.65,1.8,2.1,0.2,G,B,Y,N,,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,951,H,2.19,2,2.6,0.1,G,B,Y,N,,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,952,H,1.95,2,2.4,0.2,G,B,N,N,,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,953,H,1.9,1.9,2.3,0.3,G,B,Y,N,,,,,,
DIRECT,JLS,8/24/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,954,H,1.71,1.8,2.1,0.1,G,B,N,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",LAMESHUR,8/22/2023,AVGE,955,H,1.09,1.4,1.8,1.4,G,B,N,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",LAMESHUR,8/22/2023,AVGE,956,H,1.72,1.7,2.3,2.1,G,B,N,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",LAMESHUR,8/22/2023,AVGE,957,H,3.56,2.3,3,2.4,G,B,N,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",LAMESHUR,8/22/2023,AVGE,958,H,2,1.5,2.3,2.5,G,B,N,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,959,H,1.77,1.8,2.1,1.6,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,960,H,2.1,2,2.3,2.1,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,961,H,1.64,1.8,2.5,1.7,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,962,H,2,2.1,2.5,2.1,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,963,H,0.94,1.5,1.8,1.4,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,964,H,2.18,2,2.5,1.8,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,965,H,1.47,1.7,2.3,1.7,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,966,H,1.37,1.7,2.3,1.6,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,967,H,1.31,1.5,2.2,1.5,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,968,H,1.96,1.7,2.4,2,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,969,H,1.53,1.6,2.4,1.9,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,970,H,1.26,1.6,2.5,1.6,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,971,H,0.96,1.5,1.8,1.3,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,972,H,1.68,1.7,2.3,1.6,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,973,H,1.68,1.7,2.3,2,G,B,Y,N,,,,,,
DIRECT,AND,8/25/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,974,H,1.53,1.6,2.2,1.6,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",VESSUP SALT POND,8/24/2023,AVGE,975,H,0.78,1.5,2,2.3,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",VESSUP SALT POND,8/24/2023,AVGE,976,H,0.9,1.4,2.1,1.6,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",VESSUP SALT POND,8/24/2023,AVGE,977,H,1.72,1.9,2.5,2,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",VESSUP SALT POND,8/24/2023,AVGE,978,H,1.77,1.8,2.5,2.2,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",VESSUP SALT POND,8/24/2023,AVGE,979,H,1.61,1.7,2.2,2,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",VESSUP SALT POND,8/24/2023,AVGE,980,H,2.82,2.2,2.9,2.6,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",VESSUP SALT POND,8/24/2023,AVGE,981,H,1.38,1.5,2.4,2.1,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",RB,8/24/2023,AVGE,982,H,1.81,1.8,2.4,2,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",RB,8/24/2023,AVGE,983,H,2.15,2,2.5,2.3,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",RB,8/24/2023,AVGE,984,H,2.12,1.9,2.3,2.2,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",RB,8/24/2023,AVGE,985,H,1.17,1.6,2,1.6,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",RB,8/24/2023,AVGE,986,H,1.08,1.6,2,1.9,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",RB,8/24/2023,AVGE,987,H,1.37,1.5,1.8,1.9,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",RB,8/24/2023,AVGE,988,H,1.22,1.6,2.2,1.5,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",RB,8/24/2023,AVGE,989,H,0.92,1.5,2.1,1.8,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",RB,8/24/2023,AVGE,990,H,1.36,1.5,2.2,2.2,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",RB,8/24/2023,AVGE,991,H,1.45,1.8,2.1,1.3,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",LAMESHUR,8/22/2023,AVGE,992,H,1.45,1.6,2.1,1.6,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",LAMESHUR,8/22/2023,AVGE,993,H,0.91,1.4,2,1.5,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",LAMESHUR,8/22/2023,AVGE,994,H,0.7,1.2,1.6,1.3,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",LAMESHUR,8/22/2023,AVGE,995,H,1.23,1.5,1.8,1.6,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",LAMESHUR,8/22/2023,AVGE,996,H,0.71,1,1.5,1.3,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",LAMESHUR,8/22/2023,AVGE,997,H,1.35,1.4,2,1.5,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",LAMESHUR,8/22/2023,AVGE,998,H,1.42,1.5,2,1.9,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,999,H,1.5,2,2.3,2,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,1000,H,1.85,2,2.2,2.5,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,1001,H,1.15,1.5,2.2,2.2,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,1002,H,2.15,1.9,2,2,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,1003,H,1.94,1.8,2.3,2,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,1004,H,1.83,1.8,2.2,1.6,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,1005,H,1.17,1.5,1.9,1.4,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,1006,H,1.7,1.8,2.2,1.5,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,1007,H,2.18,1.9,2.5,1.9,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,1008,H,1.97,2,2.4,1.9,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,1009,H,1.75,1.5,2.3,1.6,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",STEER FRINGE,8/14/2023,AVGE,1010,H,1.13,1.6,2,1.4,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",SALT RIVER POND,8/28/2023,AVGE,1011,H,1,1.4,2,1.4,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",SALT RIVER POND,8/28/2023,AVGE,1012,H,1.52,1.5,2.1,1.2,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",SALT RIVER POND,8/28/2023,AVGE,1013,H,1.22,1.7,2.5,1.7,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",SALT RIVER POND,8/28/2023,AVGE,1014,H,1.19,1.6,2.2,1.5,G,B,Y,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",SALT RIVER POND,8/28/2023,AVGE,1015,H,1.15,1.5,2,1.1,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",SALT RIVER POND,8/28/2023,AVGE,1016,H,1.12,1.6,2,1.3,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",SALT RIVER POND,8/28/2023,AVGE,1017,H,1.52,1.7,1.3,1.6,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",SALT RIVER POND,8/28/2023,AVGE,1018,H,1.82,1.6,2.1,1.4,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",SALT RIVER POND,8/28/2023,AVGE,1019,H,1.22,1.8,2.3,1.8,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",SALT RIVER POND,8/28/2023,AVGE,1020,H,1.32,1.6,2.1,1.2,G,B,N,N,,,,,,
DIRECT,"AND, AJH",8/31/2023,"3""TP",SALT RIVER POND,8/28/2023,AVGE,1021,H,0.95,1.5,2,1.1,G,B,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1022,H,1.75,1.8,2.4,2.5,G,B,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1023,H,2.34,1.8,2.6,1.6,G,G,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1024,H,1.47,1.4,2.1,1.5,G,B,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1025,H,1.42,1.6,2.1,1.7,G,G,N,N ,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1026,H,1.09,1.3,1.8,1.5,G,G,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1027,H,1.04,1.5,2,1.5,G,G,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1028,H,1.41,1.3,2.2,2,G,G,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1029,H,1.75,1.5,2,2.3,G,B,N,N,,,,,,
